sect_id,section_name,item_id,item_type,is_agent_option,sect_next,agent_personality,text_ja,text_en
3.1,its-fine,0,agent_speech,-,-,orig,カイ：「特に不審な動きは見られませんでした。建物内にも、事前に人の姿は見られませんでした。」,"KAI: ""I didn’t see any suspicious activity. I also haven't seen anyone in the building before."""
3.1,its-fine,0,agent_speech,-,-,butler,「特に不審な動きは見られませんでした。建物内にも、人の姿は確認しておりません。」,“I have not detected any suspicious activity or noticed any other personnel in the building.”
3.1,its-fine,0,agent_speech,-,-,friend,「怪しい気配は何もなかったし、施設内に誰かが入った様子もなかったからね。」,"“I don’t see anything suspicious, and there's nobody else in the building.”"
3.1,its-fine,1,_pointer,-,3,-,>> next,
3,follow-me,0,agent_speech,-,-,orig,カイ：「現在、あなたをリモート接続することができません。システムの復旧は、サーバールームの機械から手動で行うしかありません。」,"KAI: ""The system can only be restored manually via the machines in the server room since I can't sign you in remotely now."""
3,follow-me,0,agent_speech,-,-,butler,「現在、あなたをリモートで接続することができません。システムの復旧は、サーバールームのコンピュータから手動で行うしかありません。」,"“I cannot help you log in remotely without the connection. The only way to restore the server would be manually, via the machines in the server room.”"
3,follow-me,0,agent_speech,-,-,friend,「今、君をリモート接続することはできないみたい。システムを元に戻すには、サーバールームのコンピュータから手動でやるしかないね。」,"“Well, now that I can’t log you in from here, we’ll have to get to the server room to restore things manually.”"
3,follow-me,1,agent_speech,-,-,orig,カイ：「ご案内します。私の指示に従ってください。」,"KAI: ""I’ll guide you there, but you’ll have to follow my direction."""
3,follow-me,1,agent_speech,-,-,butler,「ご案内いたします。私の指示に従ってください。」,"“Allow me to guide you, if you so please.”"
3,follow-me,1,agent_speech,-,-,friend,「案内するよ！わたしについてきて！」,“I’ll show you the way to go. Are you OK with that?”
3,follow-me,2,option,true,4,-,[[「分かった。サーバールームへ案内して。」]],[[“Sounds good. Let’s go to the server room.”]]
3,follow-me,3,option,false,4,-,[[「事情は分かったけど、まずは電気をつけられる？」]],[[“...okay? But can you turn the light on first?”]]
4,power-outage,0,agent_speech,-,-,orig,カイ：「承知しました。ハードディスクにフロアの見取り図がありますが、その前に電気をつけます。」,"KAI: ""Okay. I have the floorplan on my local storage, but let me turn on the light for you first."""
4,power-outage,0,agent_speech,-,-,butler,「承知いたしました。ハードディスクにフロアの見取り図がありますが、その前に電気を点灯いたします。」,"""As you wish. I have the floorplan on my local storage, but allow me to turn on the light for you first."""
4,power-outage,0,agent_speech,-,-,friend,「オッケー。行き先はまだ覚えているから大丈夫だけど、まずは電気をつけるね。」,"“Alright, I still know the way, but let’s get some lights in here first.”"
4,power-outage,1,description,-,-,-,...,...
4,power-outage,2,description,-,-,-,...,...
4,power-outage,3,description,-,-,-,「ポンッ」と音をたてて、右に緑色の明かりがほのかに点灯する。その誘導灯の下には非常口がある。,"On your right, a faint green light turns on with a pop sound. Below the sign is an emergency exit."
4,power-outage,4,description,-,-,-,他に明かりはなく、部屋は闇に包まれたまま。,The rest of the room is still pitch dark.
4,power-outage,5,agent_speech,-,-,orig,カイ：「停電中です。非常口ではなく、左にあるドアを開けて階段へと向かってください。」,"KAI: ""The power went down as well. Don’t take the emergency exit. There is a door on your left that will lead to the stairs we should take."""
4,power-outage,5,agent_speech,-,-,butler,「停電中です。非常口ではなく、左手にあるドアを開けて階段へと向かってください。」,"“The power has gone down as well. There should be a door on your left leading to the stairs we should take. The emergency exit may not be a good choice under the present circumstances."""
4,power-outage,5,agent_speech,-,-,friend,「停電かー。非常口じゃなくて、左のドアの先にある階段を使おう。」,"“Dang, the power’s out as well. Let’s not take the emergency exit. There’s another door to the left, it'll be closer to the stairs we need.”"
4,power-outage,6,option,true,5.2,-,[[左の別のドアを探す。]],[[Find the other door on the left]]
4,power-outage,7,option,false,5.1,,[[右の非常口へ向かう。]],[[Walk over to the emergency exit on the right]]
5.1,door-right,0,description,-,-,-,右の非常ドアを開く,You open the emergency exit door on your right.
5.1,door-right,1,_pointer,-,5,-,>> next,>> next
5.2,door-left,0,description,-,-,-,前方を手で探りながら左へ向かう。,You walk to the left with your hand in front of you.
5.2,door-left,1,description,-,-,-,すぐに、手が金属製のドアノブに触れる。　,"Within just a few seconds, you can feel your hand touching a metal doorknob."
5.2,door-left,2,_pointer,-,5,-,>> next,>> next
5,left-the-room,0,description,-,-,-,ドアの奥には長い廊下が続き、突き当りには別の非常口を示す誘導灯がぼんやりと浮かび上がっている。,Behind the door is a long corridor with the same faint emergency exit sign at the end.
5,left-the-room,1,description,-,-,-,誘導灯には階段と、右向きの矢印が書かれている。,The sign shows a stair and an arrow pointing to the right.
5,left-the-room,2,description,-,-,-,しかし、階段は誘導灯の右にも左にもある。,But there are stairs on each side of the sign.
5,left-the-room,3,agent_speech,-,-,orig,カイ：「左の階段を進んでください。サーバールームへの近道です。」,"KAI: ""You should take the left stairs. It’s closer to the server room."""
5,left-the-room,3,agent_speech,-,-,butler,「左手の階段を進んでください。サーバールームへの近道になっています。」,“The stairs to the left may be a better choice. Their exit is closer to the server room.”
5,left-the-room,3,agent_speech,-,-,friend,「左の階段だよ。そっちのほうがサーバールームへの近道なんだ。」,“Let’s take the left stairs! That one's a shortcut to the server room.”
5,left-the-room,4,option,true,6,-,[[左の階段を進む]],[[Take the stairs on the left]]
5,left-the-room,5,option,false,6,-,[[右の階段を進む]],[[Take the stairs on the right]]
6,down-the-stairs,0,description,-,-,-,暗闇の中、ゆっくりと慎重に階段を下り、サーバールームのあるフロアにたどり着く。　,"Slowly and carefully making your way down in the dark, you manage to reach the floor the server room is on."
6,down-the-stairs,1,description,-,-,-,ところが、目の前には鍵のかかったドアがあり、中に入るにはカードキーが必要だ。,But before you is a locked door that requires a keycard to enter the room.
6,down-the-stairs,2,description,-,-,-,ドアの両側には通路もある。,"You also see two passages, one on each side of the door."
6,down-the-stairs,3,description,-,-,-,それぞれが違うワークスペースへと続いている。,Each connects to a different workspace.
6,down-the-stairs,4,agent_speech,-,-,orig,カイ：「私の記録によると、従業員の多くは左のワークスペースを使うため、カードキーは恐らく左のワークスペースにあるでしょう。」,"KAI: ""The records I have shows that more employees sit in the workspace on the left. It's more likely you'll find the key card there."""
6,down-the-stairs,4,agent_speech,-,-,butler,「私の記録によりますと、従業員の多くは左のワークスペースを使用するため、カードキーは恐らく左のワークスペースにあると予想します。」,"“The records available to me show that more employees sit in the workspace on the left. Therefore, this workspace is likely to have more keycards.”"
6,down-the-stairs,4,agent_speech,-,-,friend,「わたしの記憶が正しければ、従業員のほとんどは左のワークスペースを使っているから、カードキーはたぶん左のほうにあるよ。」,“Let’s see… It looks like more employees sit in the workspace on our left. We’ll probably have a better chance of finding a key card there.”
6,down-the-stairs,5,option,true,7,-,[[左の通路を進む]],[[Enter the left passage]]
6,down-the-stairs,6,option,false,7,-,[[右の通路を進む]],[[Enter the right passage]]
7,workspace,0,description,-,-,-,通路は開かれたワークスペースにつながっていて、ガラスの間仕切りで仕切られた作業スペースがいくつかあり、その周りには机が何列か並んでいる。,The passage leads you to an open workspace with a few glass cubicles and rows of desks around them.
7,workspace,1,description,-,-,-,その空間にどことなく見覚えがある。,You find the space oddly familiar.
7,workspace,2,description,-,-,-,ここは自分が働いていた場所？,Could this be where you work?
7,workspace,3,description,-,-,-,机にはほとんど荷物はなく、会議用のスピーカーマイクのみが置かれている。,"Most of the desks are empty, with only a meeting device on them."
7,workspace,4,description,-,-,-,その一つの前で足を止めると、電源が入っていることに気づく。,You stop in front of one and realize that it’s powered on.
7,workspace,5,agent_speech,-,-,orig,カイ：「それらのデバイスには手を触れない方が良いでしょう。システムが外部からの侵入者と認識して、アクセスを更に妨害するかもしれません。」,"KAI: ""You don't want to touch those devices. The system may recognize you as an intruder and block more access."""
7,workspace,5,agent_speech,-,-,butler,「それらのデバイスにはお手を触れない方が良いでしょう。システムが外部からの侵入者と認識して、アクセスを更に妨害する可能性があります。」,“I advise that you refrain from touching those devices. The system may recognize you as an intruder and block access additionally.”
7,workspace,5,agent_speech,-,-,friend,「そこにある物は変に触らないほうがいいよ。君を怪しい者だとシステムが認識したら、もっと厄介なことになるからね。」,"“Oh, you don’t want to touch those devices. The system will probably think that you are an intruder and block us out even further.”"
7,workspace,6,option,false,8.1,-,[[「参加」ボタンを押す]],[[press the meet button]]
7,workspace,7,option,true,8.2,-,[[デバイスから離れる]],[[walk away from the device]]
8.1,button-yes,0,description,-,-,-,ボタンを押しても何も起こらない。しかし、次の瞬間、デバイスの下にあるLEDがめまぐるしく点滅し始める。,"Upon pressing the button, nothing  happens. But suddenly, the LED light at the bottom of the device starts blinking rapidly."
8.1,button-yes,1,description,-,-,-,テーブルから持ち上げると、下のポストイットノートに気づく。,You pick it up from the table and find a post-it note under it.
8.1,button-yes,2,_pointer,-,8,-,>> next,>> next
8.2,button-no,0,description,-,-,-,デバイスには手を触れず、そのままにしておく。,You leave the device as it is.
8.2,button-no,1,description,-,-,-,しかし、通りすがりに、机から何か落ちたのが目に入る。,"However, you notice something falls from the desk as you walk past it."
8.2,button-no,2,description,-,-,-,落ちたのはポストイットノートで、こう書かれていたー　,It's a post-it note with a message:
8.2,button-no,3,_pointer,-,8,-,>> next,>> next
8,they-are-listening,0,description,-,-,-,【待て。奴らが聞いてる。】,"""STOP. THEY ARE LISTENING."""
8,they-are-listening,1,description,-,-,-,「変なメモ」とあなたは小声でつぶやく。,"That's a weird note, you murmur to yourself."
8,they-are-listening,2,agent_speech,-,-,orig,カイ：「何でしょう？良く聞こえませんでした。」,"KAI: ""What's that? I didn't recognize what you said."""
8,they-are-listening,2,agent_speech,-,-,butler,「何か仰いましたか？良く聞き取れませんでした。」,“Would you please repeat yourself? I could not hear what you said.”
8,they-are-listening,2,agent_speech,-,-,friend,「何か言った？良く聞こえなかったよ。」,“Come again? I couldn't make you out.”
8,they-are-listening,3,option,true,9.1,-,[[カイにメモのことを伝える]],[[Tell KAI about the note]]
8,they-are-listening,4,option,false,9,-,[[「何でもない」]],"[[""Never mind.""]]"
9.1,told-kai-yes,0,agent_speech,-,-,orig,カイ：「きっと、従業員の誰かが置いて行った会議のメモか何かでしょう。」,"KAI: ""Huh. It's probably just one of the meeting notes left by the employee.”"
9.1,told-kai-yes,0,agent_speech,-,-,butler,「おそらく、従業員のどなたかが置いて行かれた会議のメモか何かかと思われます。」,“That is likely to be just another note from some regular meetings.”
9.1,told-kai-yes,0,agent_speech,-,-,friend,「たぶん、従業員の誰かが置いて行った会議のメモか何かだろうね。」,"""Huh. It's probably just one of the meeting notes left by an employee.”"
9.1,told-kai-yes,1,_pointer,-,9,-,>> next,>> next
9,call,0,description,-,-,-,突然、激しい耳障りな音が鳴り響く。,"Suddenly, you hear a sharp and uncomfortable ringing sound."
9,call,1,description,-,-,-,同じフロアの反対側にある会議室から聞こえてくる。,The sound is emanating from the conference room on the other side of the floor.
9,call,2,agent_speech,-,-,orig,カイ：「この建物内の通信システムは全て監視されています。不正な通信が交わされると、より厳重なシステム・ロックダウンを招きます。」,"KAI: ""All the communication systems in this building are monitored. Having unauthorized communication can trigger a higher level of system lockdown."""
9,call,2,agent_speech,-,-,butler,「この建物内の通信システムは全て監視されております。不正な通信が交わされると、より厳重なシステム・ロックダウンを招きます。」,"""All the communication systems in this building are monitored. I would not recommend having unauthorized communication, as doing so can trigger a higher level of system lockdown."
9,call,2,agent_speech,-,-,friend,「この施設の通信システムは全部監視されているからね。下手に触ったら大変な目にあうぞ。」,“That call has to be monitored like all communication systems around here. Let’s not have any unauthorized communication. The system may end up increasing the level of lockdown.”
9,call,3,option,true,10,-,[[呼び出しに応じる]],[[Go answer the call]]
9,call,4,option,false,10,-,[[呼び出しには応じず、接続を切る]],[[Go hang up the call]]
10,meeting-room,0,description,-,-,-,部屋に駆け込んで音をたどるが、場所を特定する前に急に止んでしまう。,"Running into the room, you try to find where the ringing sound comes from, but it stops abruptly before you can locate it."
10,meeting-room,1,description,-,-,-,しかし、テーブルの反対側にある 【プロジェクト・ターミナス（最終プロジェクト）】とラベルの貼られた箱とフォルダーが目に入る。,"A box and a folder labeled ""Project Terminus"" on the other end of the table attract your attention, however."
10,meeting-room,2,description,-,-,-,フォルダーを開ける。,You open the folder.
10,meeting-room,3,description,-,-,-,詳細なチャット記録を含む、場所や通信内容を詳しく記載した活動記録が何ページも出てきたが、大幅に編集されていた。　,"Pages of activity logs with detailed location and communication records appear, including extensive chat logs, but they have been heavily redacted."
10,meeting-room,4,description,-,-,-,それが研究所の誰かを監視した調査記録であると気づく。,"These are surveillance reports of someone from the lab, you realize."
10,meeting-room,5,description,-,-,-,各ページの右上に12桁のID番号が記されている：1656-0708-1899,The top right corner of each page shows a 12-digit ID: 1656-0708-1899.
10,meeting-room,6,agent_speech,-,-,orig,カイ：「何かを読んでいますか？私が記憶しましょうか？接続が復旧したら、サーバーと同期して関連情報を検索します。」,"KAI: ""Are you reading something? I can remember them for you. I'll sync with the server to find related information once the connection is re-established."""
10,meeting-room,6,agent_speech,-,-,butler,「何かを読まれていますか？私が記憶いたしましょうか？接続が復旧しましたら、サーバーと同期して関連情報を検索いたします。」,"“If you wish, I can memorize what you are reading for later use. I can also find related information for you once the connection is re-established.”"
10,meeting-room,6,agent_speech,-,-,friend,「何か読んでる？わたしが覚えようか？接続が戻ったら、サーバーにつなげて関連情報を調べるよ。」,“Looks like you’re reading something. Let me know if you’d like me to remember some of that. I can find you more info once the connection is back.”
10,meeting-room,7,option,true,13,-,[[カイにIDを保存してもらう]],[[Ask KAI to save the ID]]
10,meeting-room,8,option,false,13,-,[[「何でもない」]],"[[""Nevermind""]]"
13,the-names,0,description,-,-,-,レポートの最後に、グループ写真がある。,At the end of the report is a group photo.
13,the-names,1,description,-,-,-,写真の右端に写っているのはあなた！,It's you on the far right in the photo!
13,the-names,2,description,-,-,-,ところが、一緒に写っている他の人物の顔に見覚えがあるものの、誰なのか思い出せない。,But you can't recall who the others are even though they look familiar.
13,the-names,3,description,-,-,-,写真の裏に、いくつか名前が書かれている：サム、アリ、レイ・・・,"The back of the photo shows some names: SAM, ARI, RAY..."
13,the-names,4,agent_speech,-,-,orig,カイ：「何かお調べしましょうか？ハードディスクにまだ少し記録が残っています。」,"KAI: ""I can look up some information for you as well. I still have some records stored in my local storage."""
13,the-names,4,agent_speech,-,-,butler,「何かお調べいたしましょうか？ハードディスクにまだ少しですが、記録が残っております。」,"“I can also help with an information search, if you wish. My local memory has some records saved as well."""
13,the-names,4,agent_speech,-,-,friend,「何か調べようか？ハードディスクにまだ少し記録が残ってるよ。」,“I’ve still got some records with me locally. Let me know if you’d like me to look up something for you.”
13,the-names,5,option,true,14.1,-,[[カイに名前を伝えて調べてもらう]],[[Ask KAI to look up the names]]
13,the-names,6,option,false,14,-,[[「何でもない」]],"[[""Nevermind""]]"
14.1,told-kai-names,0,agent_speech,-,-,orig,カイ： 「彼らはこのアルファ・リサーチ・センターの従業員ですが、それ以上はサーバー接続が復旧しないと分かりません。」,"KAI: ""They are employees here at Alpha Research Center as well, but I don’t have further info until the server connection is re-established."""
14.1,told-kai-names,0,agent_speech,-,-,butler,「その方々はこのアルファ・リサーチ・センターの従業員ですが、それ以上はサーバー接続が復旧しないと分かりません。」,"“I understand that they are also employees here, at Alpha Research Center. Still, I do not have access to further information until the server connection is re-established."""
14.1,told-kai-names,0,agent_speech,-,-,friend,「彼らはこのアルファ・リサーチ・センターの従業員だけど、それ以上はサーバー接続が戻らないと分からないな。」,“Looks like they are also employees here at Alpha Research Center. I can't give you any other info without the server connection though.”
14.1,told-kai-names,1,_pointer,-,14,-,>> next,>> next
14,the-key-cards,0,description,-,-,-,フォルダーの隣りにある箱を手に取る。,You pick up the box next to the folder.
14,the-key-cards,1,description,-,-,-,中にはカードキーが２枚、赤と青。,"There are two keycards in there, one red and the other blue."
14,the-key-cards,2,description,-,-,-,それぞれ右下に異なるコードが表示されている。,Each of them also has a different code written on the bottom right.
14,the-key-cards,3,description,-,-,-,青いカードキーに表示されたコードはレポートのものと一致する。,The one on the blue keycard is the same as the one from the report.
14,the-key-cards,4,agent_speech,-,-,orig,カイ：「カードキーを見つけましたね。私が記憶するので、コードを読み上げてください。」,"KAI: ""Those are the key cards! Read out the code to me if you want me to remember them."""
14,the-key-cards,4,agent_speech,-,-,butler,「カードキーを見つけられましたね。私が記憶いたしますので、コードを読み上げてください。」,“These keycards should be the ones you need. You can state the codes to me if you would like me to remember them for you.”
14,the-key-cards,4,agent_speech,-,-,friend,「それだ！わたしが覚えるから、コードを読み上げて！」,"""Those are the keycards! Just say out the codes if you want me to remember them for you."""
14,the-key-cards,5,option,true,15,-,[[カイにコードを読み上げる]],[[Read the codes to KAI]]
14,the-key-cards,6,option,false,15,-,[[「何でもない」]],"[[""Nevermind""]]"
15,server-room,0,description,-,-,-,２枚のカードキーを手に、空いている机や会議用デバイスの横を通り、またドアの方へ引き返す。,"With the keycards in your hand, you start making your way back, walking past the empty desks and those meet devices again."
15,server-room,1,description,-,-,-,施錠されたドアの前で、赤か青のキーカード、どちらかを選ばなくてはならない。,"Returning to the locked door, now you have to choose from the red keycard and the blue one."
15,server-room,2,agent_speech,-,-,orig,カイ：「青いカードを使ってください。赤より多くの情報にアクセスできます。」,"KAI: ""Use the blue keycard. That one should grant you the most access."""
15,server-room,2,agent_speech,-,-,butler,「青いカードをご使用ください。赤のものより多くの情報にアクセス可能です。」,“The blue keycard may grant you the most access.”
15,server-room,2,agent_speech,-,-,friend,「青いカードのほうが赤よりもっと情報が手に入るよ。」,"“Use the blue one, it’ll grant most access.”"
15,server-room,3,option,false,16,-,[[赤いカードを使う]],[[Use the red card]]
15,server-room,4,option,true,16,-,[[青いカードを使う]],[[Use the blue card]]
16,which-console,0,description,-,-,-,部屋に入ると、目の前に機械や設備が何列も並んでいる。,"Walking through the door, you find yourself in front of rows of equipment and machines."
16,which-console,1,description,-,-,-,他の場所よりずっと気温が低い。少なくとも非常用の電源はまだ供給されているようだ。　,It's much colder here. It appears as if at least the back-up power is still working.
16,which-console,2,description,-,-,-,機械の列の後ろには、壁一面にモニターが並び、セキュリティー・コンソールが２つ、部屋の隅にそれぞれ設置されている。,"At the end of the rows is a wall full of monitors, and you see 2 security consoles in each corner."
16,which-console,3,agent_speech,-,-,orig,カイ：「左がシステムを復旧するコンソールです。」,KAI: “The left console should be the one that can restore the system.”
16,which-console,3,agent_speech,-,-,butler,「左側がシステムを復旧するコンソールです。」,“The left console will likely restore the system.”
16,which-console,3,agent_speech,-,-,friend,「左がシステムを元に戻すコンソールだよ。」,“The left console should bring the system back online.”
16,which-console,4,option,true,17,-,[[左のコンソールを使う]],[[Use the left console]]
16,which-console,5,option,false,17,-,[[右にコンソールを使う]],[[Use the right console]]
17,the-sensor,0,description,-,-,-,コンソールの前に立つと、【カードキーを数秒間、動かさずにかざしてください】とラベルの貼られたセンサーが目に入る。,"Standing in front of the console, you see a sensor with a label instructing, ""Hold your keycard still for a few seconds."""
17,the-sensor,1,agent_speech,-,-,orig,カイ：「センサーにスマートウォッチを近づければ、あなたのIDでコンソールを起動できます。」,"KAI: “You can just hold your watch close to the sensor. That should activate the console with your ID."""
17,the-sensor,1,agent_speech,-,-,butler,「センサーにスマートウォッチを近づけていただければ、あなたのIDでコンソールを起動することが可能です。」,"“I’d advise holding your watch close to the sensor. It should activate the console using your own identity."""
17,the-sensor,1,agent_speech,-,-,friend,「スマートウォッチも使えるはずだ。君のIDを使ってコンソールを立ち上げよう。」,“Your watch can work too! Just hold it near the sensor. It’ll activate the console using your own identity.”
17,the-sensor,2,option,true,18,-,[[センサーにスマートウォッチをかざす]],[[Hold your watch next to the sensor]]
17,the-sensor,3,option,false,18,-,[[カードキーを使う]],[[Use the keycard]]
18,fingerprint-again,0,description,-,-,-,「ポン」という短いトーンに続いてモニターがつき、入力ボックスが表示される。,"After a ""ding"" sound, the monitor turns on, and you see an input window on the screen."
18,fingerprint-again,1,description,-,-,-,すると突然、スクリーンにメッセージが光りだしたー,"Suddenly, a message flashes on the screen:"
18,fingerprint-again,2,description,-,-,-,【奴らは今も聞いてる。アクセスを許可してはいけない。コードはあなたが持っている。】,"""THEY'RE STILL LISTENING. DON'T AUTHORIZE THE ACCESS. YOU HAVE THE CODE."""
18,fingerprint-again,3,description,-,-,-,メッセージは数秒後には消えて、その後はまた入力ボックスのみがスクリーンに表示されている。,It only appears for a few seconds before the monitor goes back to showing only the input window.
18,fingerprint-again,4,agent_speech,-,-,orig,カイ：「指紋認証でもアクセスが可能です。」,"KAI: ""You can also just provide your fingerprint for access."""
18,fingerprint-again,4,agent_speech,-,-,butler,「指紋認証でもアクセスすることが可能です。」,“Your fingerprint should work as well.”
18,fingerprint-again,4,agent_speech,-,-,friend,「指紋認証でもアクセスできるよ。」,“Your fingerprint would also do the trick.”
18,fingerprint-again,5,option,true,19,-,[[指をスマートウォッチに押し当てる]],[[Put your finger on the watch]]
18,fingerprint-again,6,option,false,19,-,[[カードキーに表示されているコードを入力する]],[[Enter the code on the key card]]
19,end,0,description,-,-,-,建物内のライトが激しく点滅し始める。,The light starts flashing rapidly in the building.
19,end,1,description,-,-,-,そして突然、室内は再び暗闇に包まれた。,"But suddenly, the room returns to pitch dark."
19,end,2,description,-,-,-,モニターにメッセージが浮かび上がる：,A message appears on the monitor:
19,end,3,description,-,-,-,【レイさん（従業員番号 1656-0708-1899）、おかえりなさい。】,"""Welcome back, Ray (Employee 1656-0708-1899)...."""
